categories,documentation-url,end-date,entry-date,geography,geometry,legislation,name,notes,organisation,point,reference,start-date,slug
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11496340#11496340,,2021-06-23,housing-allocation:WLP7.15,"MULTIPOLYGON (((1.446870 52.378639,1.446722 52.378869,1.445819 52.379708,1.445822 52.379774,1.447149 52.379964,1.447305 52.379573,1.447927 52.379654,1.448218 52.378854,1.446870 52.378639)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP7-15
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11493940#11493940,,2021-06-23,housing-allocation:WLP4.2,"MULTIPOLYGON (((1.493401 52.339699,1.493124 52.340137,1.490003 52.340090,1.488917 52.341355,1.490005 52.341750,1.489978 52.341775,1.490489 52.341961,1.491055 52.342099,1.491437 52.342140,1.492899 52.342141,1.494779 52.342223,1.494943 52.342191,1.495122 52.341915,1.495319 52.341698,1.495862 52.341302,1.495842 52.341284,1.495947 52.341150,1.495832 52.340567,1.495059 52.340423,1.493401 52.339699)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP4-2
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11494452#11494452,,2021-06-23,housing-allocation:WLP5.2,"MULTIPOLYGON (((1.446850 52.444009,1.446722 52.444571,1.446534 52.444933,1.446137 52.444813,1.445915 52.445065,1.445564 52.445563,1.449108 52.446478,1.449743 52.445962,1.449840 52.445805,1.449815 52.445764,1.449197 52.445454,1.449257 52.445372,1.449206 52.445339,1.448930 52.445235,1.449695 52.444552,1.450865 52.445030,1.452107 52.443742,1.452044 52.443650,1.450834 52.442752,1.450108 52.442325,1.446545 52.440585,1.446567 52.440636,1.445783 52.441316,1.445682 52.441305,1.445348 52.441639,1.443768 52.441376,1.443212 52.441948,1.442729 52.442591,1.442528 52.443310,1.442488 52.443362,1.446850 52.444009)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP5-2
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11496084#11496084,,2021-06-23,housing-allocation:WLP7.13,"MULTIPOLYGON (((1.662512 52.436647,1.662531 52.436684,1.663352 52.436042,1.663276 52.435817,1.662281 52.436184,1.662512 52.436647)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP7-13
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11495508#11495508,,2021-06-23,housing-allocation:WLP7.8,"MULTIPOLYGON (((1.665583 52.386795,1.665977 52.387767,1.666008 52.388091,1.665991 52.388218,1.668603 52.387932,1.668927 52.387870,1.668870 52.387752,1.669440 52.387617,1.669031 52.386772,1.669057 52.386695,1.669008 52.386475,1.667257 52.386573,1.666768 52.385692,1.665829 52.385892,1.665182 52.385901,1.665269 52.386173,1.665583 52.386795)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP7-8
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11495380#11495380,,2021-06-23,housing-allocation:WLP7.7,"MULTIPOLYGON (((1.625781 52.357123,1.623935 52.356868,1.623905 52.356895,1.623904 52.357200,1.623939 52.357252,1.623905 52.357431,1.624090 52.357427,1.624452 52.357559,1.624722 52.357771,1.624817 52.357763,1.625381 52.357879,1.625781 52.357123)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP7-7
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11495828#11495828,,2021-06-23,housing-allocation:WLP7.11,"MULTIPOLYGON (((1.502587 52.393583,1.502242 52.394084,1.503052 52.394392,1.503693 52.394842,1.504594 52.393485,1.503158 52.393061,1.503252 52.392930,1.503050 52.392853,1.502587 52.393583)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP7-11
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11496532#11496532,,2021-06-23,housing-allocation:WLP7.17,"MULTIPOLYGON (((1.541452 52.380710,1.541974 52.380508,1.541874 52.380413,1.541350 52.380633,1.540691 52.380137,1.539219 52.380621,1.539926 52.381200,1.541452 52.380710)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP7-17
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11492948#11492948,,2021-06-23,housing-allocation:WLP2.14,"MULTIPOLYGON (((1.719755 52.497801,1.718611 52.498140,1.718626 52.498166,1.717012 52.498375,1.716759 52.497734,1.716554 52.497759,1.716528 52.497723,1.715881 52.497812,1.715924 52.497915,1.715351 52.498027,1.715882 52.498778,1.716506 52.499788,1.717210 52.499570,1.718701 52.498953,1.719253 52.498755,1.719157 52.498582,1.720100 52.498358,1.720268 52.498676,1.720312 52.498706,1.721147 52.498476,1.722042 52.498287,1.721429 52.497098,1.720882 52.497098,1.720855 52.497050,1.719348 52.497127,1.719555 52.497420,1.719779 52.497793,1.719755 52.497801)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP2-14
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11494068#11494068,,2021-06-23,housing-allocation:WLP4.4,"MULTIPOLYGON (((1.522200 52.347003,1.522534 52.347289,1.522569 52.347276,1.522808 52.347471,1.524312 52.347173,1.524073 52.346952,1.523552 52.346692,1.523181 52.346873,1.523141 52.346845,1.522920 52.346954,1.522632 52.346751,1.522200 52.347003)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP4-4
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11493012#11493012,,2021-06-23,housing-allocation:WLP2.15,"MULTIPOLYGON (((1.718341 52.494065,1.715556 52.494284,1.715383 52.494130,1.715041 52.494006,1.714913 52.494084,1.714592 52.494151,1.714645 52.494209,1.714705 52.494375,1.714615 52.494513,1.714502 52.494555,1.714412 52.495043,1.715676 52.495131,1.715702 52.495378,1.715677 52.495552,1.715172 52.496611,1.715325 52.496627,1.715684 52.496529,1.716562 52.496396,1.718427 52.496274,1.718373 52.496086,1.718834 52.496046,1.718926 52.495846,1.719073 52.494934,1.719102 52.494931,1.719018 52.494397,1.718917 52.494415,1.718446 52.494187,1.718367 52.494064,1.718341 52.494065)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP2-15
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11494676#11494676,,2021-06-23,housing-allocation:WLP6.1,"MULTIPOLYGON (((1.660227 52.338693,1.659064 52.341535,1.662037 52.341444,1.662314 52.341381,1.662245 52.341296,1.663986 52.340876,1.663721 52.339644,1.664295 52.339742,1.664348 52.339640,1.663695 52.339502,1.663560 52.338767,1.663499 52.338214,1.660471 52.337938,1.660227 52.338693)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP6-1
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11494388#11494388,,2021-06-23,housing-allocation:WLP5.1,"MULTIPOLYGON (((1.450404 52.445796,1.449792 52.446303,1.448424 52.447212,1.449593 52.447709,1.451384 52.448527,1.451923 52.447954,1.452279 52.447691,1.452432 52.447634,1.452503 52.447466,1.452746 52.447085,1.452796 52.446937,1.450404 52.445796)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP5-1
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11493620#11493620,,2021-06-23,housing-allocation:WLP3.2,"MULTIPOLYGON (((1.557957 52.446736,1.558824 52.446702,1.558822 52.446738,1.559860 52.446726,1.560883 52.446826,1.560984 52.446537,1.560971 52.446509,1.561148 52.446100,1.561341 52.445860,1.561477 52.445612,1.561543 52.445238,1.561519 52.445065,1.561302 52.444308,1.561214 52.444157,1.560853 52.442930,1.559587 52.442958,1.559624 52.442778,1.559267 52.442836,1.558130 52.442736,1.557829 52.443494,1.557651 52.443517,1.557565 52.444617,1.557236 52.444607,1.557284 52.445672,1.557270 52.446467,1.557244 52.446472,1.557263 52.446762,1.557957 52.446736)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP3-2
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11492500#11492500,,2021-06-23,housing-allocation:WLP2.8,"MULTIPOLYGON (((1.753168 52.480265,1.753141 52.479978,1.753549 52.479941,1.753438 52.479164,1.753279 52.479091,1.752410 52.479280,1.752635 52.480221,1.753015 52.480186,1.753037 52.480277,1.753168 52.480265)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP2-8
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11493364#11493364,,2021-06-23,housing-allocation:WLP2.20,"MULTIPOLYGON (((1.735891 52.506975,1.736237 52.506486,1.733768 52.506109,1.733760 52.506275,1.733501 52.506247,1.733203 52.507256,1.733056 52.507235,1.732753 52.507937,1.734740 52.508273,1.735050 52.507782,1.735095 52.507764,1.735320 52.507727,1.735450 52.507755,1.735549 52.507718,1.736197 52.507887,1.736489 52.507413,1.735913 52.507257,1.736078 52.507031,1.735891 52.506975)))",,,,local-authority-eng:ESK,,,,/housing-allocation/housing-allocation/WLP2-20
